,Heuristica,Configuração,Média,Desvio Padrão,Tempo médio,K,Problema
0,Genético,"{'pop_size': 10, 'cross_ratio': 0.75, 'mut_ratio': 0.1, 'max_time': 1}",271.1447030945253,2.7729187746373984,1.0171875,7,Iris
1,Genético,"{'pop_size': 10, 'cross_ratio': 0.75, 'mut_ratio': 0.2, 'max_time': 1}",268.3219241556186,2.9189249192447395,1.015625,7,Iris
2,Genético,"{'pop_size': 10, 'cross_ratio': 0.85, 'mut_ratio': 0.1, 'max_time': 1}",274.09420812894587,2.0660223334410897,1.015625,7,Iris
3,Genético,"{'pop_size': 10, 'cross_ratio': 0.85, 'mut_ratio': 0.2, 'max_time': 1}",269.9706953872962,3.125301316843221,1.021875,7,Iris
4,Genético,"{'pop_size': 10, 'cross_ratio': 0.95, 'mut_ratio': 0.1, 'max_time': 1}",274.90868086019714,2.319442976257159,1.015625,7,Iris
5,Genético,"{'pop_size': 10, 'cross_ratio': 0.95, 'mut_ratio': 0.2, 'max_time': 1}",271.82468947878255,3.5639558441135457,1.0171875,7,Iris
6,Genético,"{'pop_size': 30, 'cross_ratio': 0.75, 'mut_ratio': 0.1, 'max_time': 1}",278.866548926372,1.4603336263043065,1.0390625,7,Iris
7,Genético,"{'pop_size': 30, 'cross_ratio': 0.75, 'mut_ratio': 0.2, 'max_time': 1}",278.64518537163565,1.4750199147469425,1.0328125,7,Iris
8,Genético,"{'pop_size': 30, 'cross_ratio': 0.85, 'mut_ratio': 0.1, 'max_time': 1}",278.5208860777628,1.0120935402650297,1.0328125,7,Iris
9,Genético,"{'pop_size': 30, 'cross_ratio': 0.85, 'mut_ratio': 0.2, 'max_time': 1}",278.7633567530963,1.1722986648146048,1.0375,7,Iris
10,Genético,"{'pop_size': 30, 'cross_ratio': 0.95, 'mut_ratio': 0.1, 'max_time': 1}",279.6019736556261,1.257140410958902,1.0375,7,Iris
11,Genético,"{'pop_size': 30, 'cross_ratio': 0.95, 'mut_ratio': 0.2, 'max_time': 1}",278.4297402207152,0.873355717323156,1.0421875,7,Iris
12,Genético,"{'pop_size': 50, 'cross_ratio': 0.75, 'mut_ratio': 0.1, 'max_time': 1}",279.431441721904,1.195296983393906,1.040625,7,Iris
13,Genético,"{'pop_size': 50, 'cross_ratio': 0.75, 'mut_ratio': 0.2, 'max_time': 1}",279.1891165779833,0.7205346153089812,1.059375,7,Iris
14,Genético,"{'pop_size': 50, 'cross_ratio': 0.85, 'mut_ratio': 0.1, 'max_time': 1}",280.0351915476898,1.1453324020528528,1.0453125,7,Iris
15,Genético,"{'pop_size': 50, 'cross_ratio': 0.85, 'mut_ratio': 0.2, 'max_time': 1}",279.0179787730417,0.837063615288952,1.05,7,Iris
16,Genético,"{'pop_size': 50, 'cross_ratio': 0.95, 'mut_ratio': 0.1, 'max_time': 1}",279.8540438565603,1.4033156354002074,1.05625,7,Iris
17,Genético,"{'pop_size': 50, 'cross_ratio': 0.95, 'mut_ratio': 0.2, 'max_time': 1}",278.5419111139821,1.1640684987707912,1.0515625,7,Iris
0,Grasp,"{'numIter': 20, 'numBest': 5, 'max_time': 1}",277.8993446159527,0.14126306453522341,1.0484375,7,Iris
1,Grasp,"{'numIter': 20, 'numBest': 10, 'max_time': 1}",278.8084206210642,0.10601653164439426,1.0609375,7,Iris
2,Grasp,"{'numIter': 20, 'numBest': 15, 'max_time': 1}",278.6832143245042,0.4581734552247487,1.05625,7,Iris
3,Grasp,"{'numIter': 50, 'numBest': 5, 'max_time': 1}",278.9111905725719,0.39187015552378984,1.034375,7,Iris
4,Grasp,"{'numIter': 50, 'numBest': 10, 'max_time': 1}",280.07230951550275,0.4691188212978744,1.028125,7,Iris
5,Grasp,"{'numIter': 50, 'numBest': 15, 'max_time': 1}",280.29409936793434,0.0,1.053125,7,Iris
6,Grasp,"{'numIter': 100, 'numBest': 5, 'max_time': 1}",280.2226945773006,0.35304471424217676,1.0375,7,Iris
7,Grasp,"{'numIter': 100, 'numBest': 10, 'max_time': 1}",280.29409936793434,0.0,1.0390625,7,Iris
8,Grasp,"{'numIter': 100, 'numBest': 15, 'max_time': 1}",280.29409936793434,0.0,1.0578125,7,Iris
9,Grasp,"{'numIter': 200, 'numBest': 5, 'max_time': 1}",280.1315321484563,0.5335149909942488,1.0375,7,Iris
10,Grasp,"{'numIter': 200, 'numBest': 10, 'max_time': 1}",280.29409936793434,0.0,1.040625,7,Iris
11,Grasp,"{'numIter': 200, 'numBest': 15, 'max_time': 1}",280.29409936793434,0.0,1.05,7,Iris
12,Grasp,"{'numIter': 350, 'numBest': 5, 'max_time': 1}",280.21545632388586,0.509171555797479,1.0296875,7,Iris
13,Grasp,"{'numIter': 350, 'numBest': 10, 'max_time': 1}",280.29409936793434,0.0,1.0328125,7,Iris
14,Grasp,"{'numIter': 350, 'numBest': 15, 'max_time': 1}",280.29409936793434,0.0,1.0453125,7,Iris
15,Grasp,"{'numIter': 500, 'numBest': 5, 'max_time': 1}",280.4513621869659,0.0,1.025,7,Iris
16,Grasp,"{'numIter': 500, 'numBest': 10, 'max_time': 1}",280.29409936793434,0.0,1.0625,7,Iris
17,Grasp,"{'numIter': 500, 'numBest': 15, 'max_time': 1}",280.29409936793434,0.0,1.0484375,7,Iris
0,Simulated Annealing,"{'t': 500, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",267.700511250806,5.7123004444941845,1.015625,10,Iris
1,Simulated Annealing,"{'t': 500, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",266.36997232529075,5.239814390938865,1.015625,10,Iris
2,Simulated Annealing,"{'t': 500, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",271.7525000961713,3.0847615979716076,1.015625,10,Iris
3,Simulated Annealing,"{'t': 500, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",266.4860329502464,6.165959803901564,1.015625,10,Iris
4,Simulated Annealing,"{'t': 500, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",268.0145786016057,5.109729138302046,1.015625,10,Iris
5,Simulated Annealing,"{'t': 500, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",267.3799147802395,4.519167302937145,1.015625,10,Iris
6,Simulated Annealing,"{'t': 100, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",267.15377535180687,5.041117561508437,1.015625,10,Iris
7,Simulated Annealing,"{'t': 100, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",268.15143869270275,3.562789505238605,1.015625,10,Iris
8,Simulated Annealing,"{'t': 100, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",267.59227143339865,4.870094510829611,1.015625,10,Iris
9,Simulated Annealing,"{'t': 100, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",263.662244074725,7.079645534254415,1.015625,10,Iris
10,Simulated Annealing,"{'t': 100, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",269.340353457438,5.425932417117116,1.015625,10,Iris
11,Simulated Annealing,"{'t': 100, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",268.5138708322358,3.0286566119039544,1.015625,10,Iris
12,Simulated Annealing,"{'t': 50, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",266.98048916137515,7.133310357838937,1.015625,10,Iris
13,Simulated Annealing,"{'t': 50, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",265.9280665913382,4.715758270246202,1.015625,10,Iris
14,Simulated Annealing,"{'t': 50, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",269.28560402681853,3.5312740338745066,1.015625,10,Iris
15,Simulated Annealing,"{'t': 50, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",266.9705137834123,5.9618038260082615,1.015625,10,Iris
16,Simulated Annealing,"{'t': 50, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",267.1028324357168,3.2278385809259342,1.015625,10,Iris
17,Simulated Annealing,"{'t': 50, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",265.8737902419963,4.384563187503015,1.015625,10,Iris
0,Genético,"{'pop_size': 10, 'cross_ratio': 0.75, 'mut_ratio': 0.1, 'max_time': 1}",270.49429724636485,2.5032203680697,1.015625,10,Iris
