,Heuristica,Configuração,Média,Desvio Padrão,Tempo médio,K
1,Simulated Annealing,"{'t': 500, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",273.7739527210789,5.466301886577721,1.015625,10
2,Simulated Annealing,"{'t': 500, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",274.8193151974826,3.342307560551821,1.015625,10
3,Simulated Annealing,"{'t': 500, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",274.8186102013525,4.3611076212913344,1.015625,10
4,Simulated Annealing,"{'t': 500, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",277.38296373820793,3.0666830775125717,1.015625,10
5,Simulated Annealing,"{'t': 500, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",276.8169945541594,5.385524625405849,1.015625,10
6,Simulated Annealing,"{'t': 100, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",274.9238059873761,5.656419626742044,1.015625,10
7,Simulated Annealing,"{'t': 100, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",275.38400476174974,5.186259485185821,1.015625,10
8,Simulated Annealing,"{'t': 100, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",276.6858810633295,4.125332937016222,1.015625,10
9,Simulated Annealing,"{'t': 100, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",275.8160945582136,4.511147608945513,1.015625,10
10,Simulated Annealing,"{'t': 100, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",277.82369571186484,2.0686195093505315,1.015625,10
11,Simulated Annealing,"{'t': 100, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",274.42333214585943,5.57567068993533,1.015625,10
12,Simulated Annealing,"{'t': 50, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",274.23057358923995,3.8748618407393347,1.015625,10
13,Simulated Annealing,"{'t': 50, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",273.96757015039736,4.788445350644114,1.015625,10
14,Simulated Annealing,"{'t': 50, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",273.71869344902115,4.524585324686606,1.015625,10
15,Simulated Annealing,"{'t': 50, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",273.9506044701551,4.841271138058405,1.015625,10
16,Simulated Annealing,"{'t': 50, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",274.65578103930795,4.844027209747311,1.015625,10
17,Simulated Annealing,"{'t': 50, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",276.54102059337345,3.3644181483517563,1.015625,10
0,Simulated Annealing,"{'t': 500, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",268.76943480490684,2.748817346131688,1.015625,13
1,Simulated Annealing,"{'t': 500, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",271.40028702562427,5.6993142279248845,1.015625,13
2,Simulated Annealing,"{'t': 500, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",272.9702846416672,6.1145807984119696,1.015625,13
3,Simulated Annealing,"{'t': 500, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",272.88376558985436,3.513032501719429,1.015625,13
4,Simulated Annealing,"{'t': 500, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",271.1229292614428,4.300543466674344,1.0171875,13
5,Simulated Annealing,"{'t': 500, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",267.157108321594,6.743891445488765,1.015625,13
6,Simulated Annealing,"{'t': 100, 'alfa': 0.95, 'iter_max': 350, 'max_time': 1}",273.22603850284696,5.184427797721337,1.015625,13
7,Simulated Annealing,"{'t': 100, 'alfa': 0.95, 'iter_max': 500, 'max_time': 1}",270.17449648346826,4.945178072741263,1.015625,13
8,Simulated Annealing,"{'t': 100, 'alfa': 0.85, 'iter_max': 350, 'max_time': 1}",270.58442497408254,4.364352671661905,1.015625,13
9,Simulated Annealing,"{'t': 100, 'alfa': 0.85, 'iter_max': 500, 'max_time': 1}",270.0631617261006,4.946187609185595,1.015625,13
10,Simulated Annealing,"{'t': 100, 'alfa': 0.7, 'iter_max': 350, 'max_time': 1}",269.8374324986322,4.859995259505191,1.015625,13
11,Simulated Annealing,"{'t': 100, 'alfa': 0.7, 'iter_max': 500, 'max_time': 1}",270.19705020763416,5.2238439189238095,1.015625,13
